Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1TP_146040_20180425_20180502_01_T1,LC81460402018115LGN00,2018/04/25,T1,1, 146, 040, 146, 040,NADIR,-.001,2018/05/02,2018:115:05:17:48.4658180,2018:115:05:18:20.2358160,LGN,DAY,.01,.01,134,4,8.642,5.339,6.795,9,LPGS_13.0.0,64.18073036,122.82186319,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15361,15061,7681,7531,7681,7531,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180425050330_20180425052610.01,LT8BPF20180414000401_20180430074753.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'10.38"N,77°54'21.02"E,29°54'56.12"N,77°10'22.73"E,29°32'24.00"N,79°04'45.62"E,28°11'12.34"N,76°44'44.45"E,27°48'37.91"N,78°37'13.26"E,28.86955,77.90584,29.91559,77.17298,29.54,79.07934,28.18676,76.74568,27.81053,78.62035,LC08_L1TP_146040_20180425_20180502_01_T1,LC81460402018115LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460402018115LGN00
LC08_L1TP_145039_20180418_20180501_01_T1,LC81450392018108LGN00,2018/04/18,T1,1, 145, 039, 145, 039,NADIR,-.001,2018/05/01,2018:108:05:11:17.4420270,2018:108:05:11:49.2120250,LGN,DAY,6.26,6.26,444,4,7.313,5.022,5.316,9,LPGS_13.0.0,61.65815305,128.77273323,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15681,15421,7841,7711,7841,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180418045723_20180418053937.01,LT8BPF20180414000401_20180430074753.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,30°18'21.96"N,79°49'38.39"E,31°21'09.40"N,79°05'07.51"E,30°58'28.24"N,81°01'08.69"E,29°37'29.10"N,78°38'59.96"E,29°14'46.57"N,80°32'58.74"E,30.3061,79.82733,31.35261,79.08542,30.97451,81.01908,29.62475,78.64999,29.24627,80.54965,LC08_L1TP_145039_20180418_20180501_01_T1,LC81450392018108LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450392018108LGN00
LC08_L1TP_145040_20180418_20180501_01_T1,LC81450402018108LGN00,2018/04/18,T1,1, 145, 040, 145, 040,NADIR,-.001,2018/05/01,2018:108:05:11:41.3288300,2018:108:05:12:13.0988280,LGN,DAY,0,0,227,4,7.112,4.837,5.213,9,LPGS_13.0.0,62.34489866,126.22229291,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15721,15421,7861,7711,7861,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180418045723_20180418053937.01,LT8BPF20180414000401_20180430074753.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.91"N,79°27'18.68"E,29°54'55.66"N,78°43'20.28"E,29°32'23.39"N,80°37'43.68"E,28°11'11.87"N,78°17'41.89"E,27°48'37.33"N,80°10'11.14"E,28.86942,79.45519,29.91546,78.7223,29.53983,80.6288,28.18663,78.29497,27.81037,80.16976,LC08_L1TP_145040_20180418_20180501_01_T1,LC81450402018108LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450402018108LGN00
LC08_L1GT_147039_20180416_20180501_01_T2,LC81470392018106LGN00,2018/04/16,T2,1, 147, 039, 147, 039,NADIR,-.001,2018/05/01,2018:106:05:23:40.4034660,2018:106:05:24:12.1734640,LGN,DAY,81.58,81.58,-1,4,0,0,0,9,LPGS_13.0.0,61.07189994,129.60662719,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15461,15141,7731,7571,7731,7571,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180416050922_20180416055200.01,LT8BPF20180414000401_20180430074753.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,30°18'23.11"N,76°44'16.04"E,31°21'10.69"N,75°59'44.16"E,30°58'28.96"N,77°55'47.86"E,29°37'30.68"N,75°33'36.47"E,29°14'47.54"N,77°27'37.73"E,30.30642,76.73779,31.35297,75.9956,30.97471,77.92996,29.62519,75.56013,29.24654,77.46048,LC08_L1GT_147039_20180416_20180501_01_T2,LC81470392018106LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470392018106LGN00
LC08_L1TP_147040_20180416_20180501_01_T1,LC81470402018106LGN00,2018/04/16,T1,1, 147, 040, 147, 040,NADIR,-.001,2018/05/01,2018:106:05:24:04.2945050,2018:106:05:24:36.0645030,LGN,DAY,33.81,33.81,136,4,8.838,6.937,5.476,9,LPGS_13.0.0,61.77824105,127.1327429,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180416050922_20180416055200.01,LT8BPF20180414000401_20180430074753.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'10.09"N,76°21'56.05"E,29°54'56.16"N,75°37'55.45"E,29°32'22.96"N,77°32'23.24"E,28°11'12.88"N,75°12'17.10"E,27°48'37.40"N,77°04'50.74"E,28.86947,76.36557,29.9156,75.63207,29.53971,77.53979,28.18691,75.20475,27.81039,77.08076,LC08_L1TP_147040_20180416_20180501_01_T1,LC81470402018106LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470402018106LGN00
LC08_L1GT_146039_20180409_20180417_01_T2,LC81460392018099LGN00,2018/04/09,T2,1, 146, 039, 146, 039,NADIR,-.001,2018/04/17,2018:099:05:17:33.8890740,2018:099:05:18:05.6590720,LGN,DAY,99.94,99.94,-1,4,0,0,0,9,LPGS_13.0.0,58.87799406,132.33451064,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15841,15561,7921,7781,7921,7781,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180409050339_20180409054617.01,LT8BPF20180331195309_20180413213732.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.93"N,78°17'04.63"E,31°21'10.44"N,77°32'33.47"E,30°58'28.96"N,79°28'35.18"E,29°37'30.36"N,77°06'25.67"E,29°14'47.58"N,79°00'24.98"E,30.30637,78.28462,31.3529,77.54263,30.97471,79.47644,29.6251,77.10713,29.24655,79.00694,LC08_L1GT_146039_20180409_20180417_01_T2,LC81460392018099LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460392018099LGN00
LC08_L1GT_146040_20180409_20180417_01_T2,LC81460402018099LGN00,2018/04/09,T2,1, 146, 040, 146, 040,NADIR,-.001,2018/04/17,2018:099:05:17:57.7843490,2018:099:05:18:29.5543470,LGN,DAY,100,100,-1,4,0,0,0,9,LPGS_13.0.0,59.64698585,130.11874278,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15361,15061,7681,7531,7681,7531,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180409050339_20180409054617.01,LT8BPF20180331195309_20180413213732.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.19"N,77°54'44.17"E,29°54'54.86"N,77°10'45.80"E,29°32'22.42"N,79°05'09.20"E,28°11'11.33"N,76°45'07.31"E,27°48'36.61"N,78°37'36.59"E,28.86922,77.91227,29.91524,77.17939,29.53956,79.08589,28.18648,76.75203,27.81017,78.62683,LC08_L1GT_146040_20180409_20180417_01_T2,LC81460402018099LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460402018099LGN00
LC08_L1TP_145039_20180402_20180416_01_T1,LC81450392018092LGN00,2018/04/02,T1,1, 145, 039, 145, 039,NADIR,-.001,2018/04/16,2018:092:05:11:26.8752820,2018:092:05:11:58.6452800,LGN,DAY,15.18,15.18,352,4,7.468,5.383,5.176,9,LPGS_13.0.0,56.51545384,134.76189343,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15681,15401,7841,7701,7841,7701,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180402045732_20180402054122.01,LT8BPF20180331195309_20180413213732.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.25"N,79°49'57.36"E,31°21'09.79"N,79°05'26.45"E,30°58'28.24"N,81°01'28.09"E,29°37'29.64"N,78°39'18.54"E,29°14'46.72"N,80°33'17.82"E,30.30618,79.8326,31.35272,79.09068,30.97451,81.02447,29.6249,78.65515,29.24631,80.55495,LC08_L1TP_145039_20180402_20180416_01_T1,LC81450392018092LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450392018092LGN00
LC08_L1TP_145040_20180402_20180416_01_T1,LC81450402018092LGN00,2018/04/02,T1,1, 145, 040, 145, 040,NADIR,-.001,2018/04/16,2018:092:05:11:50.7663200,2018:092:05:12:22.5363190,LGN,DAY,2.34,2.34,195,4,7.066,5.097,4.894,9,LPGS_13.0.0,57.33848996,132.78156475,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15701,15421,7851,7711,7851,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180402045732_20180402054122.01,LT8BPF20180331195309_20180413213732.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.34"N,79°27'37.12"E,29°54'55.15"N,78°43'38.68"E,29°32'22.49"N,80°38'02.51"E,28°11'11.72"N,78°18'00.00"E,27°48'36.79"N,80°10'29.71"E,28.86926,79.46031,29.91532,78.72741,29.53958,80.63403,28.18659,78.3,27.81022,80.17492,LC08_L1TP_145040_20180402_20180416_01_T1,LC81450402018092LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450402018092LGN00
LC08_L1TP_147039_20180331_20180405_01_T1,LC81470392018090LGN00,2018/03/31,T1,1, 147, 039, 147, 039,NADIR,-.001,2018/04/05,2018:090:05:23:49.4895280,2018:090:05:24:21.2595260,LGN,DAY,.02,.02,251,4,6.984,4.881,4.995,9,LPGS_13.0.0,55.82012836,135.40347201,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15461,15141,7731,7571,7731,7571,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180331050931_20180331055345.01,LT8BPF20180316102421_20180331173242.01,LC08CPF_20180101_20180331_01.03,LC08RLUT_20150303_20431231_01_12.h5,30°18'23.18"N,76°44'38.87"E,31°21'10.87"N,76°00'06.59"E,30°58'28.74"N,77°56'10.79"E,29°37'31.12"N,75°33'58.72"E,29°14'47.62"N,77°28'00.52"E,30.30644,76.74413,31.35302,76.00183,30.97465,77.93633,29.62531,75.56631,29.24656,77.46681,LC08_L1TP_147039_20180331_20180405_01_T1,LC81470392018090LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470392018090LGN00
LC08_L1TP_147040_20180331_20180405_01_T1,LC81470402018090LGN00,2018/03/31,T1,1, 147, 040, 147, 040,NADIR,-.001,2018/04/05,2018:090:05:24:13.3805660,2018:090:05:24:45.1505650,LGN,DAY,.01,.01,310,4,8.316,6.152,5.595,9,LPGS_13.0.0,56.65721062,133.48533371,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180331050931_20180331055345.01,LT8BPF20180316102421_20180331173242.01,LC08CPF_20180101_20180331_01.03,LC08RLUT_20150303_20431231_01_12.h5,28°52'10.27"N,76°22'18.62"E,29°54'56.48"N,75°38'17.77"E,29°32'22.85"N,77°32'46.07"E,28°11'13.42"N,75°12'39.10"E,27°48'37.51"N,77°05'13.24"E,28.86952,76.37184,29.91569,75.63827,29.53968,77.54613,28.18706,75.21086,27.81042,77.08701,LC08_L1TP_147040_20180331_20180405_01_T1,LC81470402018090LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470402018090LGN00
LC08_L1TP_146039_20180324_20180403_01_T1,LC81460392018083LGN00,2018/03/24,T1,1, 146, 039, 146, 039,NADIR,-.001,2018/04/03,2018:083:05:17:41.7982240,2018:083:05:18:13.5682220,LGN,DAY,2.77,2.77,380,4,6.776,4.57,5.003,9,LPGS_13.0.0,53.31623529,137.50693603,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15821,15561,7911,7781,7911,7781,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180324050347_20180324054825.01,LT8BPF20180316102421_20180331173242.01,LC08CPF_20180101_20180331_01.03,LC08RLUT_20150303_20431231_01_12.h5,30°18'21.60"N,78°17'36.49"E,31°21'09.18"N,77°33'05.51"E,30°58'27.41"N,79°29'07.55"E,29°37'29.24"N,77°06'57.53"E,29°14'46.10"N,79°00'57.17"E,30.306,78.29347,31.35255,77.55153,30.97428,79.48543,29.62479,77.11598,29.24614,79.01588,LC08_L1TP_146039_20180324_20180403_01_T1,LC81460392018083LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460392018083LGN00
LC08_L1TP_146040_20180324_20180403_01_T1,LC81460402018083LGN00,2018/03/24,T1,1, 146, 040, 146, 040,NADIR,-.001,2018/04/03,2018:083:05:18:05.6850270,2018:083:05:18:37.4550250,LGN,DAY,.02,.02,82,4,8.19,5.658,5.921,9,LPGS_13.0.0,54.19832995,135.79135991,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15361,15061,7681,7531,7681,7531,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180324050347_20180324054825.01,LT8BPF20180316102421_20180331173242.01,LC08CPF_20180101_20180331_01.03,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.77"N,77°55'16.39"E,29°54'55.58"N,77°11'18.06"E,29°32'22.81"N,79°05'41.82"E,28°11'12.19"N,76°45'39.20"E,27°48'37.15"N,78°38'08.84"E,28.86938,77.92122,29.91544,77.18835,29.53967,79.09495,28.18672,76.76089,27.81032,78.63579,LC08_L1TP_146040_20180324_20180403_01_T1,LC81460402018083LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460402018083LGN00
LC08_L1TP_145039_20180317_20180402_01_T1,LC81450392018076LGN00,2018/03/17,T1,1, 145, 039, 145, 039,NADIR,-.001,2018/04/02,2018:076:05:11:33.5733240,2018:076:05:12:05.3433230,LGN,DAY,10.57,10.57,425,4,6.726,4.965,4.537,9,LPGS_13.0.0,50.76214501,139.41894146,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15681,15421,7841,7711,7841,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180317045739_20180317054105.01,LT8BPF20180316102421_20180331173242.01,LC08CPF_20180101_20180331_01.03,LC08RLUT_20150303_20431231_01_12.h5,30°18'22.00"N,79°50'43.48"E,31°21'09.68"N,79°06'12.64"E,30°58'27.70"N,81°02'14.50"E,29°37'29.68"N,78°40'04.33"E,29°14'46.32"N,80°34'03.79"E,30.30611,79.84541,31.35269,79.10351,30.97436,81.03736,29.62491,78.66787,29.2462,80.56772,LC08_L1TP_145039_20180317_20180402_01_T1,LC81450392018076LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450392018076LGN00
LC08_L1TP_145040_20180317_20180402_01_T1,LC81450402018076LGN00,2018/03/17,T1,1, 145, 040, 145, 040,NADIR,-.001,2018/04/02,2018:076:05:11:57.4601270,2018:076:05:12:29.2301250,LGN,DAY,.3,.3,212,4,6.377,4.962,4.005,9,LPGS_13.0.0,51.68409898,137.8808523,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15701,15441,7851,7721,7851,7721,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180317045739_20180317054105.01,LT8BPF20180316102421_20180331173242.01,LC08CPF_20180101_20180331_01.03,LC08RLUT_20150303_20431231_01_12.h5,28°52'10.13"N,79°28'23.09"E,29°54'56.09"N,78°44'24.76"E,29°32'22.99"N,80°38'48.84"E,28°11'12.80"N,78°18'45.61"E,27°48'37.40"N,80°11'15.58"E,28.86948,79.47308,29.91558,78.74021,29.53972,80.6469,28.18689,78.31267,27.81039,80.18766,LC08_L1TP_145040_20180317_20180402_01_T1,LC81450402018076LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450402018076LGN00
LC08_L1TP_147039_20180315_20180320_01_T1,LC81470392018074LGN00,2018/03/15,T1,1, 147, 039, 147, 039,NADIR,-.001,2018/03/20,2018:074:05:23:55.9886170,2018:074:05:24:27.7586150,LGN,DAY,35.96,35.96,129,4,7.689,5.694,5.166,9,LPGS_13.0.0,50.03360187,139.93324438,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15461,15161,7731,7581,7731,7581,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180315050937_20180315055327.01,LT8BPF20180302135148_20180316101045.01,LC08CPF_20180101_20180331_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'23.08"N,76°45'25.45"E,31°21'10.91"N,76°00'53.68"E,30°58'28.42"N,77°56'57.66"E,29°37'31.19"N,75°34'45.37"E,29°14'47.36"N,77°28'46.92"E,30.30641,76.75707,31.35303,76.01491,30.97456,77.94935,29.62533,75.57927,29.24649,77.4797,LC08_L1TP_147039_20180315_20180320_01_T1,LC81470392018074LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470392018074LGN00
LC08_L1TP_147040_20180315_20180320_01_T1,LC81470402018074LGN00,2018/03/15,T1,1, 147, 040, 147, 040,NADIR,-.001,2018/03/20,2018:074:05:24:19.8796560,2018:074:05:24:51.6496540,LGN,DAY,47.08,47.08,200,4,8.02,5.821,5.517,9,LPGS_13.0.0,50.96624764,138.44118876,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180315050937_20180315055327.01,LT8BPF20180302135148_20180316101045.01,LC08CPF_20180101_20180331_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'10.34"N,76°23'04.88"E,29°54'56.63"N,75°39'04.39"E,29°32'22.70"N,77°33'32.47"E,28°11'13.52"N,75°13'25.39"E,27°48'37.33"N,77°05'59.24"E,28.86954,76.38469,29.91573,75.65122,29.53964,77.55902,28.18709,75.22372,27.81037,77.09979,LC08_L1TP_147040_20180315_20180320_01_T1,LC81470402018074LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81470402018074LGN00
LC08_L1TP_146039_20180308_20180320_01_T1,LC81460392018067LGN00,2018/03/08,T1,1, 146, 039, 146, 039,NADIR,-.001,2018/03/20,2018:067:05:17:49.5894540,2018:067:05:18:21.3594520,LGN,DAY,2.77,2.77,398,4,6.452,4.691,4.43,9,LPGS_13.0.0,47.48673177,141.651192,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15821,15541,7911,7771,7911,7771,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180308050355_20180308054633.01,LT8BPF20180302135148_20180316101045.01,LC08CPF_20180101_20180331_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'21.71"N,78°17'55.32"E,31°21'09.40"N,77°33'24.77"E,30°58'27.37"N,79°29'26.34"E,29°37'29.42"N,77°07'16.32"E,29°14'46.07"N,79°01'15.53"E,30.30603,78.2987,31.35261,77.55688,30.97427,79.49065,29.62484,77.1212,29.24613,79.02098,LC08_L1TP_146039_20180308_20180320_01_T1,LC81460392018067LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460392018067LGN00
LC08_L1TP_146040_20180308_20180320_01_T1,LC81460402018067LGN00,2018/03/08,T1,1, 146, 040, 146, 040,NADIR,-.001,2018/03/20,2018:067:05:18:13.4762570,2018:067:05:18:45.2462550,LGN,DAY,.01,.01,84,4,9.246,6.759,6.31,9,LPGS_13.0.0,48.45373481,140.308258,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15361,15041,7681,7521,7681,7521,UTM,43,WGS84,WGS84,15,30,30,LO8BPF20180308050355_20180308054633.01,LT8BPF20180302135148_20180316101045.01,LC08CPF_20180101_20180331_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.80"N,77°55'34.90"E,29°54'55.76"N,77°11'37.00"E,29°32'22.74"N,79°06'00.32"E,28°11'12.30"N,76°45'57.71"E,27°48'37.01"N,78°38'26.95"E,28.86939,77.92636,29.91549,77.19361,29.53965,79.10009,28.18675,76.76603,27.81028,78.64082,LC08_L1TP_146040_20180308_20180320_01_T1,LC81460402018067LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81460402018067LGN00
LC08_L1TP_145039_20180301_20180308_01_T1,LC81450392018060LGN00,2018/03/01,T1,1, 145, 039, 145, 039,NADIR,-.001,2018/03/08,2018:060:05:11:42.6945170,2018:060:05:12:14.4645150,LGN,DAY,16.83,16.83,436,4,6.408,4.846,4.193,9,LPGS_13.0.0,45.00185953,143.2645496,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15701,15401,7851,7701,7851,7701,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180301045748_20180301054114.01,LT8BPF20180215111236_20180302113150.01,LC08CPF_20180101_20180331_01.02,LC08RLUT_20150303_20431231_01_12.h5,30°18'23.26"N,79°50'37.00"E,31°21'11.12"N,79°06'06.70"E,30°58'28.88"N,81°02'07.91"E,29°37'31.04"N,78°39'57.82"E,29°14'47.44"N,80°33'56.70"E,30.30646,79.84361,31.35309,79.10186,30.97469,81.03553,29.62529,78.66606,29.24651,80.56575,LC08_L1TP_145039_20180301_20180308_01_T1,LC81450392018060LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450392018060LGN00
LC08_L1TP_145040_20180301_20180308_01_T1,LC81450402018060LGN00,2018/03/01,T1,1, 145, 040, 145, 040,NADIR,-.001,2018/03/08,2018:060:05:12:06.5897910,2018:060:05:12:38.3597900,LGN,DAY,20.19,20.19,199,4,6.391,4.943,4.052,9,LPGS_13.0.0,46.00059714,142.05031302,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15701,15421,7851,7711,7851,7711,UTM,44,WGS84,WGS84,15,30,30,LO8BPF20180301045748_20180301054114.01,LT8BPF20180215111236_20180302113150.01,LC08CPF_20180101_20180331_01.02,LC08RLUT_20150303_20431231_01_12.h5,28°52'09.55"N,79°28'15.71"E,29°54'55.73"N,78°44'17.88"E,29°32'22.38"N,80°38'41.32"E,28°11'12.23"N,78°18'38.23"E,27°48'36.61"N,80°11'07.58"E,28.86932,79.47103,29.91548,78.7383,29.53955,80.64481,28.18673,78.31062,27.81017,80.18544,LC08_L1TP_145040_20180301_20180308_01_T1,LC81450402018060LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC81450402018060LGN00
